,Label,Msg
9403,ham,I don't plan to sell at the moment. Thank you
9404,ham,??????
9405,spam,Personal care is calling your name Shop with Extra Rs.600 Off + Free Shipping @ Myntra Diwali Sale Use code BEAUTYFIRST15 http://smsd.in/brzn6s7RV
9406,ham,Crazy
9407,ham,Our stock market is currently one of the strongest performing markets globally This is a rare opportunity for our generation I hope that through my efforts I can not only create wealth for myself but also provide a better living and educational environment
9408,spam,TRAI never sends any message or makes any call for verification/ disconnection/ reporting unlawful activities of mobile numbers. Beware of such messages/calls in the name of TRAI. Any call or message claiming to be from TRAI should be considered potentially fraudulent and may be reported to the National Cyber Crime Reporting Portal (www.cybercrime.gov.in) or Cyber Crime Helpline (1930).
9409,ham,Network issue
9410,ham,My system is taking some time to login
9411,spam,"Weekend Deals @SMART Point Store,Rs 20 OFF Biscuits 350g onw,Rs 50 OFF Surf Excel Easy Wash Det Pwdr 1.5Kg,Good Life Cashew 500g Rs 429,Click bit.ly/2TnTFQy T&C"
9412,spam,"Congratulations! Your recent recharge of Rs 98 offers you 30 DAYS access to Wynk Premium at no extra cost. Download Wynk Music App & enjoy ad free music, unlimited HelloTunes, unlimited downloads & more. Click here https://open.wynk.in/8lnDtNmmvqb"
9413,ham,Today was the day the stock market finally closed lower
9414,ham,Now you need check with others...
9415,spam,END OF SEASON SALE at Lenskart! Upto 50% OFF + BUY1GET1 FREE with Gold membership! Limited Period Offer. TnC Apply Nearest Store lskt.me/u4
9416,spam,"Dear customer, Thank you for shopping with RnBIndia, Please click the link to view your e-bill https://rnb.karnival.in/az/rnPBIX1i0zKLaik5?ch=1"
9417,spam,"Dear Customer, Rs. 10,000* Welcome Cash is credited to your acc. XXX233 Download & Claim Now: http://p6x.in/srBaqC Click-Games"
9418,ham,Which teams got issue
9419,spam,"?????! 1 ?????? ?? DD FREEDISH ?? Star Utsav, Sony Pal, Zee Anmol ?? Colors Rishtey ?????? ???? ?????? ?? ?????? ?? ?????? DTH ?? ?????? ??? ????? ???? i.airtel.in/DTHsaver"
9420,spam,Watch the India vs Zim series LIVE on Airtel Xstream Play. Claim now open.airtelxstream.in/India_T20_Match
9421,ham,The market conditions weren't great so any profit is already good
9422,ham,""" That concludes tonight's sharing. I hope everyone has gained a better understanding of trends from tonight's discussion. For example, the NIFTY50 index is currently in an uptrend. The uptrend is the primary trend. The recent corrections can be seen as a secondary trend. Once we understand the primary trend, we know that each dip is the best buying opportunity and our chance to buy on the dip. If you have any further questions about trends, feel free to send me a private message."""
9423,spam,The person you were calling at 19:04 is now available to take calls. Click here to call them back i.airtel.in/RMCAAlrt
9424,ham,Yes I've seen that If you want to be cautious you can sell now to lock in profits
9425,ham,"Ã¢ÂÂ Ã¯Â¸ÂIn addition, there were 7 cases of a single-day decline of more than 0.5% within 2 trading days after 11 holidays, which fully shows that most investors will take profits and sell stocks after the holidays. This is also the reason why I plan to sell as many stocks as possible before Thursday."
9426,ham,Recent trading plansÃ°ÂÂÂ»
9427,ham,Why does it feel like the rebound isn't as strong as expected?
9428,ham,However given the current state of the US economy it's unlikely that inflation will naturally drop to 2%.
9429,ham,Someone please add him team
9430,ham,I set an automatic sell at 115
9431,ham,You can see this from the recent employment data which is also the reason for the stock market rebound
9432,spam,"Entertainment Unlimited! Available at NO EXTRA COST with Vi Entertainment Plus 499 postpaid plan. All the latest movies & shows from Amazon Prime, Disney+ Hotstar Mobile, ZEE5, Voot Select, Lionsgate Play, Sun NXT, Hungama & much more! 75GB data with 200GB rollover + Unlimited calls. To upgrade your number to postpaid, click https://bit.ly/3ao9wH0"
9433,spam,"Hi Jithu, this Valentines Day gift both your loves - You & Your Bae #TWOTIMELOVE Click bit.ly/2M5FAI9 to find the perfect gift at the Shoppers Stop Sale with Upto 50% Off on your favorites from Watches & more. Click shsp.in to shop now, Download App bit.ly/DnSSApp T&C"
9434,ham,Ã°ÂÂÂ
9435,ham,The RPTECH recommended by the professor earlier has also gone up
9436,ham,We have closed all the received 84 tickets after completion of Sathish activity
9437,ham,It has not come yet
9438,ham,Then u r laptop battery and mobile hotspot should help
9439,ham,""" IÃ¢ÂÂll buy now, thank you"""
9440,ham,Oh yes I know
9441,ham,Attach that email send it again
9442,ham,Pls assist me to
9443,spam,"Exclusive offer for you! 1) 30 Day free with Airtel Xstream Fiber 2) 350+ channels 3) 16+ OTTs including Netflix, Amazon Prime & Disney+ Hotstar Click u.airtel.in/unlimiteddata11"
9444,ham,Will join soon
9445,ham,"The reason why the stock market did not ""sprint"" today"
9446,ham,Ã°ÂÂÂ Ã°ÂÂÂ
9447,ham,"This week's trading has successfully concluded. Due to various factors, the market has been in a downtrend, with the NIFTY index oscillating within a range. Today, it closed at 24,541 points, which can be considered a positive start. Although we lost some stocks this week, please don't lose heart. We promise to make up for these losses, and we ask that you maintain confidence in the professorÃ¢ÂÂwe can certainly do better."
9448,ham,Check in
9449,ham,Hi team any issue ?
9450,ham,Ya bro it worked
9451,ham,@282.75 purchase 200 shares
9452,spam,"SunNxt is LIVE on Airtel Xstream Play Enjoy access to 20+ OTTs, including Sony LIV, Eros Now, LionsgatePlay, hoichoi, Chaupal and more. Watch now at No Extra Cost - open.airtelxstream.in/Sunnxt_Free_30days"
9453,spam,"Enjoy unlimited Local, STD & Roaming calls on any network, 1GB/day data and 100 SMS. Pack valid for 28 days.Also get FREE Wynk Music and Hellotunes, valid as per current pack open.wynk.in/HTLapu"
9454,ham,""" I have incurred a loss of 30,000 rupees on this stock"""
9455,ham,Ã¢ÂÂÃ¯Â¸ÂÃ¢ÂÂÃ¯Â¸ÂÃ¢ÂÂÃ¯Â¸ÂÃ¢ÂÂÃ¯Â¸ÂÃ¢ÂÂÃ¯Â¸ÂÃ¢ÂÂÃ¯Â¸ÂÃ¢ÂÂÃ¯Â¸ÂÃ¢ÂÂÃ¯Â¸ÂÃ¢ÂÂÃ¯Â¸ÂÃ¢ÂÂÃ¯Â¸Â
9456,spam,"Aladdin, The Jungle Book, The Lion King, Ice Age & more - Watch only on Disney+ Hotstar. Recharge with Rs 501 & get 1year Disney+ Hotstar Mobile subscription & 100GB data (3GB/day +16GB) + Unlimited Calls; 28days. Click bit.ly/ViHotstar1"
9457,ham,I will create a ticket for you Jerold
9458,ham,Can trends be used to make money?
9459,ham,"Alright, buy if there are suitable options, if not, it's okay, since it's the weekend"
9460,ham,Happy end to this week's trading.
9461,ham,Team i have network issue
9462,ham,"It feels like returning to student days, learning a new skill from scratch"
9463,ham,Hope it rises sooner
9464,ham,""" Additionally, the Federal Reserve has moved away from relying solely on data points and is now focusing on a broader outlook and risk balance. The current Fed is one that prioritizes employment data over inflation data. The upcoming employment data releases will determine the extent of the Fed's rate cuts."""
9465,spam,Hi sir this is suman from shoppersstop u have the first citizen membership card with us but u not registered ur mail id with us we will be sending the communication of points balance and offer points credit and end of season sale etc so kindly can u send sms ur mail id so we will update and send the verification sms from shoppersstop
9466,ham,"Good morning! After a day's rest, we're waiting for today's market action, hoping for a reversal"
9467,spam,Your Greencard offer LAPSES on 4th Aug! Don't MISS - Shop at any Pantaloons store for Rs 2000 or more & get a Rs 500 cashback TC (cashback as reward points)
9468,ham,""" When the market is not performing well, it's important to manage our emotions and be patient. This is something I've learned through many years of studying with the professor"""
9469,spam,Exclusive Offer For You!! Extra 15% OFF on Your First Purchase on Select Fashion. Shop Now > http://fkrt.it/ojWHTbuuuN
9470,ham,""" Good morning, investors It's time for the early trading session. First, let's take a look at the international markets."""
9471,ham,It's rising so fast already up by more than 5%
9472,spam,"Buy1Get1 FREE with Lenskart Gold membership! Shop trending glasses in Asymmetricals, Rounds, Aviators & Wayfarers in Metals & Acetates. Visit lskt.me/BestEye"
9473,spam,Congratulations!Rs20 CASHBACK coupon credited to your Vi App bit.ly/ViRchg9 .Login with mob no. to claim. Available for 30 days on UL Daily Data packs of Rs249+
9474,ham,As long as inflation doesn't rise there won't be a problem
9475,spam,"Your City is #Airtel5Gpluscity. Have you checked if your smartphone is 5G-compatible? Your SIM is 5G enabled; to check if your smartphone is also compatible, visit the Airtel Thanks App. Click i.airtel.in/e/airtel5G"
9476,ham,"India's exports to China dipped by 9.44 per cent to $1.05 billion, while imports rose by 13.05 per cent to $10.28 billion in July, according to the commerce ministry data."
9477,ham,Really looking forward to the start of the competition and your advanced trading skills.
9478,ham,I gained a lot of knowledge while studying with professors and groups Ã°ÂÂÂ Ã°ÂÂÂ Ã°ÂÂÂ
9479,spam,"LAST DAY TODAY of Shoppers Stop First Citizen SALE PREVIEW Dont miss to shop your favorite Watches & more at Upto 60% Off. Walk in to our store at Bannerghatta, 11:00AM to 9:30PM or shop at bit.ly/SS_Wtch Bank offers/details- bit.ly/SSPrwTC .T&C"
9480,spam,The person you were calling at 18:36 is now available to take calls. Click here to call them back i.airtel.in/RMCAAlrt
9481,ham,This message was deleted
9482,ham,""" Tonight's Review Ends Here Since the professor is still in a meeting, there will be no course sharing tonight. However, the professor will share technical knowledge with everyone tomorrow evening at 20"""
9483,ham,Hi everybody
9484,spam,"3 days left for 8089XXX424 expiry! Get 1.5GB/day, UL calls,28 days for Rs239 i.airtel.in/Best-offer"
9485,ham,Yes it went up by 7.31% todayÃ°ÂÂÂ
9486,spam,"Data Alert! 83.59MB left on Data pack, post which std. charges apply or lower speeds as per plan. Click bit.ly/ViDataRC or dial *121# to buy a Data pack."
9487,ham,+918979018080.vcf (file attached)
9488,spam,This Valentine Celebrate #TwoTimeLove as you show some love to your Bae & yourself with amazing Offers @ Shoppersstop BG ROAD. Call :080-43400467 shsp.in/T&C*
9489,ham,Tried it
9490,ham,I am outside for some personal work. I will join at 10 PM
9491,spam,"Amazon Prime, SonyLiv & 15+ other OTTs are now YOURS! Book Airtel Xstream TV Box at just Rs 1500 today! Click to get i.airtel.in/XstreamIntent"
9492,ham,Thanks to the assistant for the breakdown.
9493,ham,Restarting the pc.
9494,ham,I think it will continue to rise
9495,ham,Are you able to login to laptop or not
9496,spam,Exclusive Long Weekend Offer. Enjoy 60% off on Burger King App. Order Now. 1sd.in/cJVOtV T&C Apply.
9497,ham,Hi Team
9498,ham,This stock is rebounding upward in line with the overall market trend
9499,spam,"Dear Customer, Shop for Wednesday Delights at your favorite Fresh Signature store. Unmissable offers on Global+Local Grocery shopping. Visit bit.ly/3NOgfhb T&C"
9500,ham,"So please rest assured that everything is going according to my plan. Don't worry about not having the opportunity to make money. As long as we keep our capital, we will definitely seize the opportunity when it comes."
9501,ham,"The assistant is very responsible,thank you"
9502,spam,Hello! Iss saal ka sabse bada crime web series KAALKOOT is now streaming FREE only on JioCinema! Starring Vijay Varma & Shweta Tripathi http://1kx.in/XAc1NYtKK9m
9503,ham,*max
9504,spam,OMG! The Biggest offer just got Bigger ONLY for YOU @Max Fashion FLAT 50% OFF on ENTIRE SALE merchandise + EXTRA 10% OFF Use Code: XHQ4GD5 ONLY till Sunday TnC
9505,ham,Thank you
9506,ham,?image omitted
9507,spam,"Freedom to Shop Now & Pay Later! + Get Credit Up to Rs.10,000 & Rs.100 Off* On orders above Rs.500 Activate Flipkart Pay Later now: http://fkrt.it/h_qOiWuuuN"
9508,ham,Hii
9509,ham,""" Federal Reserve Chair Jerome Powell also mentioned during the press conference at the end of last month's decision that the question is whether the overall data, the evolving outlook, and the balance of risks are consistent with increased confidence in inflation coming down and the labor market remaining robust. If this criterion is met, we may consider a rate cut as early as the September meeting."""
9510,spam,You don't want to miss FREE 2GB data! Enjoy FREE 2GB data on selected Prepaid recharges. T&C. Check here NOW i.airtel.in/2gb_rc3
9511,spam,"Bharatha Circus is LIVE on Airtel Xstream Play Enjoy access to 20+ OTTs, including Sony LIV, Eros Now, LionsgatePlay, Hoichoi, Chaupal and more. Watch now at No Extra Cost - open.airtelxstream.in/Sonyliv_30Days_Free"
9512,spam,"Bestival Sales@SMART Point Store,BA1GA1 Snactac/Bikaji Gulab Jamun/Rasgulla 1Kg,B2G1 Cadbury Dairy Milk Home Pk 126g,30%OFF Tide PWDR,Click bit.ly/2VxhKY9 TC"
9513,ham,"Pending buy order, waiting for gap"
9514,spam,"Congratulations on your recent recharge of Xstream mobile pack. Enjoy 84 DAYS of access to live sports, blockbusters movies and web-series like Naalaam Mura, Aanandam Paramanandam, Shefeekkinte Santhosham & more on your Airtel Xstream app at no extra cost. To claim your benefit download the latest version of Airtel Xstream app https://open.airtelxstream.in/WCF719"
9515,ham,?image omitted
9516,ham,Arvind SinghThank you for your help. I will follow the teachings of both you and Professor Anand
9517,ham,+918979018080.vcf (file attached)
9518,ham,Hi team
9519,ham,Trading strategy for this FridayÃ°ÂÂÂ»
9520,ham,Good evening Mr Arvind SinghÃ°ÂÂÂ
9521,spam,Last weekend to move First Forward on shoppersstop.com Click bit.ly/FF_Mwtc Shop Watches & Earn 10x Reward points + Bonus points bit.ly/BRP421 T&C
9522,spam,"TATA IPL is LIVE on Disney+ Hotstar Mobile! Get 1 year subscription, 2GB/day & UL calls for 28 days at Rs499. Click i.airtel.in/499HS"
9523,spam,"Full Paisa Vasool Sale at SMART Point Store,B2G1 Cadbury Dairy Milk Home Pk 126g,Rs 144 OFF Surf Excel Easy wash Det Pwdr 4Kg,Click bit.ly/2we4ywn T&C"
9524,ham,"Many people donÃ¢ÂÂt understand the current market, especially when they see their accounts turn red, they have already lost confidence."
9525,spam,"Hi Vi customer, A click makes your life so easy! View balance, make payment & do much more using Vi WhatsApp. Click wa.me/919654297000?text=balance."
9526,ham,What price should we take entry?
9527,ham,Ok
9528,spam,"Data Alert! 7.23MB left on Data pack, post which std. charges apply or lower speeds as per plan. Click bit.ly/ViDataRC or dial *121# to buy a Data pack."
9529,ham,Just checked getting following error
9530,ham,Me tooÃ¢ÂÂÃ°ÂÂÂ»
9531,ham,I can join thru mobile once laptop battery is drained
9532,ham,Joined
9533,ham,?image omitted
9534,ham,""" Let's first focus on the international market. Due to the continued decline in U.S. inflation, bond market investors have increased their bets that Federal Reserve officials will cut rates by 25 basis points in September. Overall, traders now expect the Fed to cut rates by 32 basis points at its September meeting, lowering their expectations from the previous day and reducing the likelihood of a 50 basis point cut to about one-third. Most US Treasury bonds rose on Wednesday, pushing the 5-year Treasury yield to a lower level."""
9535,ham,Ready hu for learning
9536,ham,??????????????????
9537,spam,MONTHLY SHOPPING@VISHAL MEGA MART TataTea1kg Rs 151OFF Sunflower Oil 135/L Colgate 500g 65OFF Tide 5kg 115OFF 2kgSugar FREE on 2500 TC
9538,ham,No one responding means nobody is interested to learn things ..
9539,spam,Watch Election news LIVE in your mobile with Vi!Download Vi Movies and TV app and watch popular Malayalam news Channels FREE of cost. Click bit.ly/Vi-Newsm2
9540,spam,Did you know? Now you can order Airtel SIM online and get it delivered for free from the comfort of your home with no paperwork. Click i.airtel.in/awj
9541,spam,"Big Dunzo offer for you: get 10% OFF on your 4 orders! Get groceries, fruits, veggies, & meat delivered home in <45 mins. Click: http://bit.ly/DunzoApp"
9542,spam,The person you were calling at 19:10 is now available to take calls. Click here to call them back i.airtel.in/RMCAAlrt
9543,ham,I joined
9544,ham,I understand your basis for judgment.
9545,ham,have a great weekend
9546,spam,"GUARANTEED VALENTINE'S DAY DELIVERY! Surprise Your Special Someone. HURRY, Order Today @ Rs.500 OFF* - Use Code VAL500 - Limited Period Offer! bit.ly/3jIywNP"
9547,ham,I don't think anyone will like war. I really hope to consider the people of their country and their families before starting a war.
9548,ham,I have internet issue
9549,spam,"ONLY for U! Double DATA+ZEE5. Recharge with 299, get 1yr ZEE5 subscription, 4GB/Day + Unlimited calls, Val-28days! Offer ends soon.T&C Apply. Click bit.ly/Vi-zr"
9550,ham,"This is the ovf file you can download and save it to your machines, either on Monday or Tuesday I will walk you through"
9551,ham,?image omitted
9552,spam,"Dads are superheroes who don't wear capes. This Father's Day gift your superhero a super gift from Shoppers Stop. Click shsp.in to choose from the latest collection of Mens Wear, Watches, Wallets, Fragrances and more. Click bit.ly/DnSSApp to download our app. T&C"
9553,spam,Come back to your favorite Vedix Haircare and enjoy healthy hair! Click here https://vedix.in/3l33poYZ2-d35s to order
9554,ham,Rejoining
9555,ham,In this situation whether the market will continue to decline today remains a question
9556,ham,Guys dont worry about assessment enjoy your weekend ????
9557,ham,My PC got shutdown
9558,spam,"Recharge with UL Daily Data pack and get upto Rs60 Cashback. Click bit.ly/ViRC20 1)299:5GB+4GB/D+UL,28D 2)699:4GB/D+UL,84D"
9559,ham,Team every time in spite of multiple reminders no one bothers to join thsts gives a very negative impact about our team today training is being conducted by some other team trainer as a courtesy so donÂt be late and irrespective of your shift timing try to attend the training
9560,ham,I have already replied to your private message
9561,ham,I gv hind copper in plenty.
9562,ham,"Hi team,"
9563,spam,LAST 6 DAYS!! Your Greencard offer LAPSES on 04 Aug! Don't MISS - Shop at any Pantaloons store for Rs 2000 & get a Rs 500 cashback TC. Cashback as reward points
9564,ham,It's could cause async routing issue
9565,ham,Ok thanks
9566,spam,"Your holiday packing is missing a few critical things!! No vacay can be complete if you are not CLICK READY...so before you leave, head to a Pantaloons store to ""WEAR YOUR HOLIDAY"" Shop for Rs 3000 & you could be headed to BALI + get assured vouchers worth Rs 3000. For details, click tltx.in/sfKEV"
9567,ham,Investing in the automobile sector is proving to be better than in the FMCG sector
9568,ham,Ok
9569,ham,"When you will reach CCIE , you will gonna loose everything"
9570,ham,?This message was deleted.
9571,ham,Good morning sir Check in
9572,spam,"While receiving any international call, if an Indian number or no number is displayed on your phone, kindly inform on the DoT toll-free number 1800110420/1963."
9573,ham,Laptop
9574,spam,Check if your smartphone is 5G-ready on Airtel Thanks App. Click i.airtel.in/e/5G_airtel
9575,ham,It's not working in my phone nd it's your email ac is blocked
9576,ham,Ã¢ÂÂ»Ã¯Â¸ÂCriteria
9577,spam,Don't Lose out on First 30 Days FREE of any new service! Upgrade to Airtel Black & get 14+ OTTs like Amazon Prime & Disney+ Hotstar. Click i.airtel.in/blackPreDSL
9578,ham,Facing issues with internet
9579,ham,So what is that then
9580,ham,If inflation in these two core areas can be alleviated then a decline in overall inflation wouldn't be surprising at all
9581,spam,Cloudnine administrator has assigned 1 course to you. These courses need to be completed by 18-08-2021. Please click on the link to start your training. https://cloudnine.medlern.com/dashboard
9582,ham,Today we take a day off for making more money tomorrowÃ°ÂÂÂ
9583,ham,"Due to traders preparing for a rate cut by the Federal Reserve next month, consistent U.S. inflation data eased market tension on Wall Street, leading to a slight rise in Asian stock markets on Thursday morning. The Japanese stock market increased following better-than-expected economic growth data, and the Australian stock market also saw gains. The S&P 500 Index closed up 0.4% on Wednesday, and the Nasdaq 100 Index rose by 0.1%, with the core consumer price index, excluding food and energy costs, hitting its lowest level since early 2021"
9584,ham,Both on mobile and laptop
9585,ham,No wonder banking stocks haven't been able to rise lately
9586,ham,Restarting the laptop
9587,spam,"Alert for 8089XXX424 ! Get free access to 1 channel on Airtel Xstream App, 1.5GB/day + Free 500MB/day, UL calls for 28 days at Rs299. i.airtel.in/RechargeNow"
9588,spam,"Dads are superheroes who don't wear capes. This Father's Day gift your superhero a super gift from Shoppers Stop. Click bit.ly/SS_FD21 to shop now & get #WhatDadWants Choose from the latest in Mens Wear, Watches, Wallets, Fragrances and more + Get exciting offers online or on our app. T&C"
9589,ham,I m.restarting my laptop
9590,ham,They confirmed that it you are believing as such ? ??
9591,ham,Major trends have longer time periods like the Indian stock market right now where rising is the major trend.
9592,spam,Running out of Data this cricket season? Vi ensures you watch non-stop T20 action with Rs 98 recharge - get 12 GB Data for 28 Days! Click bit.ly/ViDataRC2
9593,ham,Okay ??
9594,ham,Wish u Happy merry Christmas????
9595,spam,"Do not miss out on superior indoor coverage with Airtel WiFi Calling! For better experience, change your smartphone settings today. Click u.airtel.in/hKOOl5"
9596,ham,Good evening sir Check in
9597,ham,One of the quick learner among L1
9598,ham,Hi Imtiaz how lease log out from your soft phone
9599,spam,Unlock 30 Days of unlimited entertainment and watch Scam 2003! Grab your Airtel Xstream Play trial now. https://open.airtelxstream.in/WatchForFree-sms
9600,spam,"Find the perfect Raksha Bandhan gift at the Shoppers Stop Sale! Get amazing offers on the best of Watches, Handbags & more at stores Shop now at shsp.in +Use code ATV25 & get Rs250 Off on Rs3000 & Rs400 Off on Rs4000 +Offers on First Citizen Citi credit card & HDFC Bank Cards, details- bit.ly/SSEssTC .T&C"
9601,ham,Joined
9602,spam,"Limited period offer! Get 30 day free Airtel Xstream Fiber with zero intallation cost , 350+ TV channels and 16+ OTT subscription at just Rs1099. Explore now u.airtel.in/unlimiteddata11"
9603,ham,?image omitted
9604,ham,""" Due to escalating geopolitical tensions, particularly the intensifying conflict between Israel and Iran, the situation has further worsened. As a result, foreign investors have also reduced their risk exposure. Additionally, given the high valuations in the domestic market, foreign investors are motivated to take profits. Weak employment data, increasing concerns about a U.S. economic recession, and uncertainty regarding the timing of rate cuts have also contributed to the withdrawal from the domestic market."""
9605,spam,"Biggest Diwali Offers@ VISHAL Induction Cooker(Mrp2999) 60% OFF - Rs1199 ONLY TODAY! + FREE-VIP Trolley,Duffle Bag + 7.5% SBI Cashback TnC"
9606,spam,Don't Lose out on First 30 Days FREE of any new service! Upgrade to Airtel Black & get 14+ OTTs like Amazon Prime & Disney+ Hotstar. Click i.airtel.in/Black-43
9607,ham,I have to restart my laptoo
9608,ham,Tq kk
9609,ham,?image omitted
9610,ham,At 373
9611,ham,Anyway as soon as the data is released the market is sure to experience volatility
9612,spam,"Exclusive offer for you! 1) 30 Day free with Airtel Xstream Fiber 2) 350+ channels 3) 16+ OTTs including Netflix,Amazon Prime & Disney+ Hotstar Click i.airtel.in/blackPreDSL"
9613,spam,"Combo of Amazon Prime, Sony LIV & 15+ OTTs can now be YOURS! Just get your Airtel Xstream TV box at Rs. 1500 today! Click here i.airtel.in/XstreamIntent"
9614,spam,"SALE ALERT! From Sweaters to Sweatshirts to Jackets & more, don't miss out on shopping for winterwear at Pantaloons this SALE. With Up To 60% OFF on apparel & accessories - shop it all at a Pantaloons store near you or click smsd.in/qYBxwfbK & shop online See you this weekend at Pantaloons! TC"
9615,ham,Just restart once again
9616,ham,""" Good evening, investors. It's time for our weekend review. Let's first focus on the international front."""
9617,spam,"Hi bigbasketeer, Sugar, Maggi and Scrub at Re.1 for you. Enjoy this offer till this month end. Shop now https://l.bigbasket.com/YQy0EyTRYib"
9618,ham,As a retiree I have a deep understanding. Wish you success Master Vijay
9619,spam,"Hurry! Your favourite Apparel, Fragrance and Footwear at upto 50% OFF only at shoppersstop.com Click bit.ly/SS_Mn use code OC10K get FLAT 10% OFF on Rs2500. T&C"
9620,spam,"Hello, IND vs SL T20 Rs.5000* Bonus can be credited on My 11circle Account! Prize Pool - 2,25,00,000 (2.25CR) Entry Fees - 49 Win - http://1kx.in/Chnhni"
9621,spam,"Your Birthday celebrations begin at Shoppers Stop with Flat 15% Off on our in-house brands. Start shopping now on shsp.in/promo or download app - bit.ly/DnSSApp We wish you a fab & stylish Birthday! T&C, offer valid on select brands"
9622,ham,Laptop is restarting
9623,ham,Facing issue with laptop. Rebooting it
9624,ham,I will try
9625,ham,Thank you
9626,spam,Dunzo Daily special: Mega Grocery Sale begins! Get up to 20% OFF on fresh groceries delivered home in 35 mins. Click: http://bit.ly/DunzoApp
9627,spam,"Hello! We are now on Whatsapp! For Best Offers, recharges, services & more, simply click wa.me/919654297000?text=Hi & say Hi"
9628,ham,"Although the Indian market was closed yesterday, the U.S. market performed strongly. Today, Asian markets have generally risen, which will have a positive impact on the Indian market."
9629,ham,????
9630,spam,"Mic Drop Offer- only for 24 hours! Wynk Premium now @Rs 299 for 12 months. Get unlimited downloads, Hello Tunes & ad-free music. Get now https://open.wynk.in/PI299"
9631,spam,"Don't miss out on unlimited FREE HELLOTUNES,access to ad free 15+Million songs.Your FREE Wynk Premium subscription is waiting for you. open.wynk.in/WynkAcqMar22"
9632,ham,""" Although the current market is facing short-term downward pressure, please keep confidence in the future. The Indian stock market has experienced a bull market for more than ten years, and this trend will not end easily. The development of the stock market often accumulates strength in adjustments and fluctuations, laying the foundation for the next round of rises."""
9633,ham,Restarting my laptop
9634,ham,The market will be closed tomorrow but it's still important to keep an eye on international news
9635,ham,I've already sent you a private message Thank you
9636,ham,"Hi Team,"
9637,spam,"Perfect & more are now on the Wynk Music App. Don't miss out on ad-free HD music with over 24 million songs, unlimited hellotunes, and downloads with your Wynk Premium Subscription. Download today: open.wynk.in/Inactive"
9638,ham,Good evening Check in
9639,ham,Restarting my laptop
9640,ham,Fibonacci is a technical indicatorÃ°ÂÂ¤Â
9641,spam,"Rs20 CASHBACK on Unlimited Recharges via Paytm. Code:PAYTMVI20 TnC.Click bit.ly/3oPS5YP 1)359: 2GB/D+UL,28D 2)501:HOTSTAR+3GB/D+UL,28D"
9642,ham,Ok np
9643,ham,"I know everyone has been distressed and has not made a lot of money recently, because the Indian benchmark index fell from 25,000 to 24,000 points last week. The market has been struggling in the past week, but it has always been unable to continue to rise. If this situation continues, it will only disappoint investors and even start selling stocks, so we have been waiting for the perfect opportunity for the stock market to adjust to the ""bottom""Ã¢ÂÂÃ¯Â¸Â"
9644,spam,"Don't let daily data limit interrupt your data experience. Now get 3GB+ FREE 2GB data for Rs58 with Airtel Thanks App, valid as per current pack validity. Recharge now i.airtel.in/OFFER8"
9645,ham,""" Because there are so many Fibonacci retracement levels, it is initially highly confusing. Fibonacci Retracements are not entry signals, they are target areas where an entry signal may occur. Trading simply because the price has reached a Fibonacci retracement ratio level is not a wise strategy. Another confluence is required before tradesÃÂ canÃÂ beÃÂ taken"""
9646,ham,Jana driving this call so make sure everyone join the call
9647,spam,Buy1 Get1 FREE with Lenskart Gold Membership this Valentine & 14% Cashback on all orders. Explore the most LOVED & TRENDING Styles!TnC App lskt.me/valentine
9648,spam,"Hope you are enjoying India's Best Video experience with Airtel! Refer a friend to Airtel prepaid & avail assured Rs100 coupon, t&c. To refer, click i.airtel.in/rs100coupon"
9649,ham,"Mr. Vijay, don't blame yourself. Losses are inevitable. I believe that after this adjustment, you will lead us to make a lot of money, just like every time we fell before, we will always win."
9650,ham,OkkÃ°ÂÂÂ
9651,ham,Ok
9652,ham,Happy diwali to all
9653,ham,"I am answering everyone's stock questions. If you have any stock questions, please leave a message to me or my assistant Rama. Before the holidays is the best time to make a trading planÃ¢ÂÂ"
9654,spam,"Wednesday Bonus@JioMart,Bangalore!Onion Rs 41/Kg,Sweet Corn Rs 8/Pc,Banana Robusta Box (6Pc) Rs 29,Also at SMART &SMART Point store bit.ly/3ESiOJm 10Nov,TC"
9655,spam,"Your request for How to Videos - 7 Days activation could not be processed due to insufficient balance and currently in pending state. Kindly recharge your account to activate the service,Set your favorite Song as Callertune,click bit.ly/Ct-tune .For more songs,dial 1234 or 55655 (Tollfree).PLAY cricket contests & WIN Rs100 COUPON- bit.ly/3l7an2Z"
9656,spam,Watch the India vs Srilanka series LIVE on Sonyliv with Airtel Xstream Play. Click to watch - open.airtelxstream.in/Sonyliv_Subs_at_Rs1
9657,ham,Anyone wants to do Rack n stack activity at Bengaluru site
9658,ham,Now it's working after unlock the pulse
9659,ham,""" Major Trend The long-term direction of a security or market, which may last for months, years or even longer. It is the most important trend and determines the overall direction of the market"""
9660,ham,"I got some emergency , so will be bit late."
9661,ham,Reply to all on the same email chain
9662,spam,"Maximize the benefits of your Airtel Pack. Enjoy free TV shows, movies & live channels on Airtel Xstream Play. Install now : open.airtelxstream.in/FREE_CONTENT"
